text,Name,Number
"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",Taillow,#276
SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,Shiftry,#275
NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,Nuzleaf,#274
"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",Seedot,#273
"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",Ludicolo,#272
"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.",Lombre,#271
"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",Lotad,#270
"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",Dustox,#269
"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",Cascoon,#268
"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",Beautifly,#267
"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",Silcoon,#266
"Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",Wurmple,#265
"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",Linoone,#264
ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,Zigzagoon,#263
MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,Mightyena,#262
"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",Poochyena,#261
SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,Swampert,#260
"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",Marshtomp,#259
"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",Mudkip,#258
"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",Blaziken,#257
"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",Torchic,#255
The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,Sceptile,#254
"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",Combusken,#256
The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,Grovyle,#253
TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,Treecko,#252
This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared.,Celebi,#251
Legends claim this POKéMON flies the world's skies continuously on its magnificent seven-colored wings.,Ho-oh,#250
It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,Lugia,#249
"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",Tyranitar,#248
"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",Pupitar,#247
"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",Larvitar,#246
"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",Suicune,#245
"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land.",Entei,#244
The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,Raikou,#243
Anyone who takes even one bite of BLISSEY's egg becomes unfailingly caring and pleasant to everyone.,Blissey,#242
"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",Miltank,#241
"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",Magby,#240
"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",Elekid,#239
Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,Smoochum,#238
"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",Hitmontop,#237
"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses.",Tyrogue,#236
A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,Smeargle,#235
The curved antlers subtly change the flow of air to create a strange space where reality is distorted.,Stantler,#234
"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",Porygon2,#233
"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",Donphan,#232
"It swings its long snout around playfully, but because it is so strong, that can be dangerous.",Phanpy,#231
It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,Kingdra,#230
"If you are burned by the flames it shoots from its mouth, the pain will never go away.",Houndoom,#229
It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,Houndour,#228
"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",Skarmory,#227
"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",Mantine,#226
It carries food all day long. There are tales about lost people who were saved by the food it had.,Delibird,#225
It traps enemies with its suction-cupped tentacles then smashes them with its rock-hard head.,Octillery,#224
It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.,Remoraid,#223
It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,Corsola,#222
It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,Swinub,#220
The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,Magcargo,#219
"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",Slugma,#218
"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",Ursaring,#217
"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",Teddiursa,#216
"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy.",Sneasel,#215
This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,Heracross,#214
"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",Piloswine,#221
The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,Shuckle,#213
It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,Scizor,#212
"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",Qwilfish,#211
"It is actually timid and easily spooked. If attacked, it flails about to fend off its attacker.",Granbull,#210
"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",Snubbull,#209
"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",Steelix,#208
It flies straight at its target's face then clamps down on the startled victim to inject poison.,Gligar,#207
"When spotted, this POKéMON escapes backward by furiously boring into the ground with its tail.",Dunsparce,#206
Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,Forretress,#205
It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,Pineco,#204
"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",Girafarig,#203
"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike.",Wobbuffet,#202
Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.,Unown,#201
It likes playing mischievous tricks such as screaming and wailing to startle people at night.,Misdreavus,#200
"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.",Slowking,#199
"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",Murkrow,#198
"When agitated, this POKéMON protects itself by spraying poisonous sweat from its pores.",Umbreon,#197
It uses the fine hair that covers its body to sense air currents and predict its enemy's actions.,Espeon,#196
"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",Quagsire,#195
This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,Wooper,#194
"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area.",Yanma,#193
"It converts sunlight into energy. In the darkness after sunset, it closes its petals and becomes still.",Sunflora,#192
"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",Sunkern,#191
Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,Aipom,#190
"Once it catches the wind, it deftly controls its cotton-puff spores to float, even around the world.",Jumpluff,#189
The bloom on top of its head opens and closes as the temperature fluctuates up and down.,Skiploom,#188
"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",Hoppip,#187
"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.",Politoed,#186
"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.",Sudowoodo,#185
"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.",Azumarill,#184
"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.",Marill,#183
BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,Bellossom,#182
The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,Ampharos,#181
"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",Flaaffy,#180
"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.",Mareep,#179
They say that it stays still and quiet because it is seeing both the past and future at the same time.,Xatu,#178
"Because its wings aren't yet fully grown, it has to hop to get around. It is always staring at something.",Natu,#177
The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,Togepi,#175
"They say that it will appear before kindhearted, caring people and shower them with happiness.",Togetic,#176
"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",Igglybuff,#174
"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",Cleffa,#173
It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,Pichu,#172
The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,Lanturn,#171
It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.,Chinchou,#170
It flies so silently through the dark on its four wings that it may not be noticed even when nearby.,Crobat,#169
It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,Ariados,#168
"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",Spinarak,#167
"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",Ledian,#166
It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,Ledyba,#165
Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,Noctowl,#164
"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",Hoothoot,#163
It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,Furret,#162
"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",Sentret,#161
"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",Feraligatr,#160
"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",Croconaw,#159
Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,Totodile,#158
"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",Typhlosion,#157
Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,Quilava,#156
"It is timid, and always curls itself up in a ball. If attacked, it flares up its back for protection.",Cyndaquil,#155
The aroma that rises from its petals contains a substance that calms aggressive feelings.,Meganium,#154
"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",Bayleef,#153
A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,Chikorita,#152
So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,Mew,#151
It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,Mewtwo,#150
An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,Dragonite,#149
A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,Dragonair,#148
Long considered a mythical POKéMON until recently when a small colony was found living underwater.,Dratini,#147
Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,Moltres,#146
A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,Zapdos,#145
A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,Articuno,#144
"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",Snorlax,#143
"A ferocious, prehistoric POKéMON that goes for the enemy's throat with its serrated saw-like fangs.",Aerodactyl,#142
Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.,Kabutops,#141
A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,Kabuto,#140
A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,Omastar,#139
"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",Omanyte,#138
A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,Porygon,#137
"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",Flareon,#136
It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.,Jolteon,#135
Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,Vaporeon,#134
Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,Eevee,#133
Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,Ditto,#132
A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,Lapras,#131
"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",Gyarados,#130
"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",Magikarp,#129
"When it targets an enemy, it charges furiously while whipping its body with its long tails.",Tauros,#128
"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",Pinsir,#127
Its body always burns with an orange glow that enables it to hide perfectly among flames.,Magmar,#126
"Normally found near power plants, they can wander away and cause major blackouts in cities.",Electabuzz,#125
It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,Jynx,#124
"With ninja-like agility and speed, it can create the illusion that there is more than one.",Scyther,#123
"If interrupted while it is miming, it will slap around the offender with its broad hands.",Mr. Mime,#122
Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,Starmie,#121
An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,Staryu,#120
"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",Seaking,#119
"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",Goldeen,#118
Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,Seadra,#117
Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,Horsea,#116
The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,Kangaskhan,#115
The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,Tangela,#114
A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,Chansey,#113
"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",Rhydon,#112
Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,Rhyhorn,#111
"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",Weezing,#110
"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",Koffing,#109
Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,Lickitung,#108
"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",Hitmonchan,#107
"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",Hitmonlee,#106
The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,Marowak,#105
"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",Cubone,#104
"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",Exeggutor,#103
"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",Exeggcute,#102
It stores electric energy under very high pressure. It often explodes with little or no provocation.,Electrode,#101
"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",Voltorb,#100
"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",Kingler,#099
"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",Krabby,#098
"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",Hypno,#097
Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,Drowzee,#096
"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",Onix,#095
"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",Gengar,#094
"Because of its ability to slip through block walls, it is said to be from another dimension.",Haunter,#093
"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",Gastly,#092
"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",Cloyster,#091
Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Shellder,#090
"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",Muk,#089
Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,Grimer,#088
Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,Dewgong,#087
The protruding horn on its head is very hard. It is used for bashing through thick ice.,Seel,#086
"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",Dodrio,#085
A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,Doduo,#084
The sprig of green onions it holds is its weapon. It is used much like a metal sword.,Farfetch'd,#083
Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,Magneton,#082
Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,Magnemite,#081
The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,Slowbro,#080
Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,Slowpoke,#079
"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",Rapidash,#078
Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,Ponyta,#077
Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,Golem,#076
Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,Graveler,#075
"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",Geodude,#074
"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",Tentacruel,#073
"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",Victreebel,#071
Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,Tentacool,#072
It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,Weepinbell,#070
A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,Bellsprout,#069
"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",Machamp,#068
"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",Machoke,#067
Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,Machop,#066
"Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5,000.",Alakazam,#065
It emits special alpha waves from its body that induce headaches just by being close by.,Kadabra,#064
"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",Abra,#063
"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",Poliwhirl,#061
An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,Poliwrath,#062
Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,Poliwag,#060
A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,Arcanine,#059
Very protective of its territory. It will bark and bite to repel intruders from its space.,Growlithe,#058
Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,Primeape,#057
Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,Mankey,#056
"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",Golduck,#055
"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",Psyduck,#054
"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.",Persian,#053
Adores circular objects. Wanders the streets on a nightly basis to look for dropped loose change.,Meowth,#052
A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.,Dugtrio,#051
Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,Diglett,#050
The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.,Venomoth,#049
Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.,Venonat,#048
A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.,Parasect,#047
Burrows to suck tree roots. The mushrooms on its back grow by drawing nutrients from the bug host.,Paras,#046
"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up.",Vileplume,#045
The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.,Gloom,#044
"During the day, it keeps its face buried in the ground. At night, it wanders around sowing its seeds.",Oddish,#043
"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",Golbat,#042
Forms colonies in perpetually dark places. Uses ultrasonic waves to identify and approach targets.,Zubat,#041
"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",Wigglytuff,#040
"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",Jigglypuff,#039
Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.,Ninetales,#038
"At the time of birth, it has just one tail. The tail splits from its tip as it grows older.",Vulpix,#037
A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.,Clefable,#036
Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,Clefairy,#035
"It uses its powerful tail in battle to smash, constrict, then break the prey's bones.",Nidoking,#034
An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.,Nidorino,#033
"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.",Nidoran♂,#032
Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,Nidoqueen,#031
The female's horn develops slowly. Prefers physical attacks such as clawing and biting.,Nidorina,#030
"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns.",Nidoran♀,#029
Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,Sandslash,#028
Burrows deep underground in arid locations far from water. It only emerges to hunt for food.,Sandshrew,#027
Its long tail serves as a ground to protect itself from its own high voltage power.,Raichu,#026
"When several of these POKéMON gather, their electricity could build and cause lightning storms.",Pikachu,#025
It is rumored that the ferocious warning markings on its belly differ from area to area.,Arbok,#024
"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",Ekans,#023
"With its huge and magnificent wings, it can keep aloft without ever having to land for rest.",Fearow,#022
Eats bugs in grassy areas. It has to flap its short wings at high speed to stay airborne.,Spearow,#021
It uses its whiskers to maintain its balance. It apparently slows down if they are cut off.,Raticate,#020
"Bites anything when it attacks. Small and very quick, it is a common sight in many places.",Rattata,#019
"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",Butterfree,#012
"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.",Metapod,#011
